username,qualification,skills,technical_job_role,non_technical_job_role
user7051,M.Tech,Technical Skill 485,Technical Job Role 1157,Non-Technical Field 76
user7052,12th Pass,Technical Skill 168,Technical Job Role 5937,Non-Technical Field 828
user7053,10th Pass,Technical Skill 570,Technical Job Role 5599,Non-Technical Field 425
user7054,12th Pass,Technical Skill 74,Technical Job Role 4013,Non-Technical Field 97
user7055,M.Tech,Technical Skill 32,Technical Job Role 4570,Non-Technical Field 160
user7056,B.Tech,Technical Skill 998,Technical Job Role 5957,Non-Technical Field 952
user7057,10th Pass,Technical Skill 871,Technical Job Role 6651,Non-Technical Field 431
user7058,B.Tech,Technical Skill 716,Technical Job Role 3967,Non-Technical Field 659
user7059,12th Pass,Technical Skill 660,Technical Job Role 3879,Non-Technical Field 774
user7060,M.Tech,Technical Skill 971,Technical Job Role 5303,Non-Technical Field 401
user7061,B.Tech,Technical Skill 43,Technical Job Role 305,Non-Technical Field 998
user7062,10th Pass,Technical Skill 25,Technical Job Role 9284,Non-Technical Field 182
user7063,M.Tech,Technical Skill 381,Technical Job Role 9028,Non-Technical Field 206
user7064,M.Tech,Technical Skill 556,Technical Job Role 1170,Non-Technical Field 904
user7065,10th Pass,Technical Skill 773,Technical Job Role 537,Non-Technical Field 624
user7066,10th Pass,Technical Skill 735,Technical Job Role 9153,Non-Technical Field 931
user7067,10th Pass,Technical Skill 87,Technical Job Role 4600,Non-Technical Field 939
user7068,12th Pass,Technical Skill 224,Technical Job Role 3195,Non-Technical Field 428
user7069,12th Pass,Technical Skill 864,Technical Job Role 6230,Non-Technical Field 113
user7070,10th Pass,Technical Skill 984,Technical Job Role 4295,Non-Technical Field 926
user7071,M.Tech,Technical Skill 608,Technical Job Role 3220,Non-Technical Field 897
user7072,M.Tech,Technical Skill 120,Technical Job Role 6520,Non-Technical Field 31
user7073,B.Tech,Technical Skill 460,Technical Job Role 4748,Non-Technical Field 225
user7074,B.Tech,Technical Skill 161,Technical Job Role 5078,Non-Technical Field 776
user7075,M.Tech,Technical Skill 708,Technical Job Role 8903,Non-Technical Field 142
user7076,B.Tech,Technical Skill 297,Technical Job Role 3688,Non-Technical Field 100
user7077,B.Tech,Technical Skill 824,Technical Job Role 1791,Non-Technical Field 494
user7078,12th Pass,Technical Skill 780,Technical Job Role 1965,Non-Technical Field 153
user7079,B.Tech,Technical Skill 174,Technical Job Role 2399,Non-Technical Field 163
user7080,B.Tech,Technical Skill 775,Technical Job Role 2510,Non-Technical Field 143
user7081,B.Tech,Technical Skill 192,Technical Job Role 6352,Non-Technical Field 311
user7082,10th Pass,Technical Skill 248,Technical Job Role 1387,Non-Technical Field 373
user7083,10th Pass,Technical Skill 943,Technical Job Role 3198,Non-Technical Field 892
user7084,M.Tech,Technical Skill 360,Technical Job Role 4750,Non-Technical Field 335
user7085,M.Tech,Technical Skill 994,Technical Job Role 5789,Non-Technical Field 118
user7086,M.Tech,Technical Skill 494,Technical Job Role 2595,Non-Technical Field 123
user7087,B.Tech,Technical Skill 29,Technical Job Role 6062,Non-Technical Field 632
user7088,12th Pass,Technical Skill 162,Technical Job Role 1785,Non-Technical Field 667
user7089,10th Pass,Technical Skill 279,Technical Job Role 2102,Non-Technical Field 104
user7090,10th Pass,Technical Skill 482,Technical Job Role 8382,Non-Technical Field 370
user7091,M.Tech,Technical Skill 723,Technical Job Role 1553,Non-Technical Field 324
user7092,10th Pass,Technical Skill 444,Technical Job Role 2334,Non-Technical Field 924
user7093,10th Pass,Technical Skill 452,Technical Job Role 7575,Non-Technical Field 419
user7094,12th Pass,Technical Skill 616,Technical Job Role 2180,Non-Technical Field 668
user7095,M.Tech,Technical Skill 191,Technical Job Role 3940,Non-Technical Field 407
user7096,10th Pass,Technical Skill 262,Technical Job Role 9640,Non-Technical Field 33
user7097,M.Tech,Technical Skill 940,Technical Job Role 1218,Non-Technical Field 249
user7098,M.Tech,Technical Skill 443,Technical Job Role 6440,Non-Technical Field 967
user7099,12th Pass,Technical Skill 748,Technical Job Role 1229,Non-Technical Field 951
user7100,B.Tech,Technical Skill 385,Technical Job Role 9125,Non-Technical Field 832
user7101,12th Pass,Technical Skill 133,Technical Job Role 4403,Non-Technical Field 37
user7102,12th Pass,Technical Skill 647,Technical Job Role 1334,Non-Technical Field 54
user7103,B.Tech,Technical Skill 967,Technical Job Role 6467,Non-Technical Field 947
user7104,12th Pass,Technical Skill 746,Technical Job Role 9027,Non-Technical Field 931
user7105,B.Tech,Technical Skill 462,Technical Job Role 820,Non-Technical Field 422
user7106,M.Tech,Technical Skill 983,Technical Job Role 8006,Non-Technical Field 394
user7107,M.Tech,Technical Skill 520,Technical Job Role 2318,Non-Technical Field 984
user7108,12th Pass,Technical Skill 721,Technical Job Role 2026,Non-Technical Field 145
user7109,M.Tech,Technical Skill 219,Technical Job Role 2827,Non-Technical Field 395
user7110,10th Pass,Technical Skill 618,Technical Job Role 1423,Non-Technical Field 279
user7111,10th Pass,Technical Skill 657,Technical Job Role 817,Non-Technical Field 321
user7112,10th Pass,Technical Skill 482,Technical Job Role 8311,Non-Technical Field 577
user7113,10th Pass,Technical Skill 950,Technical Job Role 2596,Non-Technical Field 950
user7114,10th Pass,Technical Skill 61,Technical Job Role 2253,Non-Technical Field 740
user7115,12th Pass,Technical Skill 51,Technical Job Role 6711,Non-Technical Field 943
user7116,12th Pass,Technical Skill 168,Technical Job Role 9415,Non-Technical Field 205
user7117,10th Pass,Technical Skill 799,Technical Job Role 736,Non-Technical Field 590
user7118,B.Tech,Technical Skill 308,Technical Job Role 5920,Non-Technical Field 676
user7119,12th Pass,Technical Skill 809,Technical Job Role 9454,Non-Technical Field 593
user7120,10th Pass,Technical Skill 180,Technical Job Role 7367,Non-Technical Field 291
user7121,B.Tech,Technical Skill 194,Technical Job Role 9823,Non-Technical Field 938
user7122,10th Pass,Technical Skill 305,Technical Job Role 584,Non-Technical Field 633
user7123,10th Pass,Technical Skill 314,Technical Job Role 9516,Non-Technical Field 981
user7124,B.Tech,Technical Skill 356,Technical Job Role 7808,Non-Technical Field 710
user7125,12th Pass,Technical Skill 596,Technical Job Role 7821,Non-Technical Field 477
user7126,12th Pass,Technical Skill 731,Technical Job Role 2549,Non-Technical Field 305
user7127,B.Tech,Technical Skill 471,Technical Job Role 8272,Non-Technical Field 333
user7128,10th Pass,Technical Skill 14,Technical Job Role 4076,Non-Technical Field 672
user7129,M.Tech,Technical Skill 792,Technical Job Role 3219,Non-Technical Field 91
user7130,M.Tech,Technical Skill 182,Technical Job Role 2863,Non-Technical Field 990
user7131,B.Tech,Technical Skill 108,Technical Job Role 6647,Non-Technical Field 33
user7132,M.Tech,Technical Skill 185,Technical Job Role 413,Non-Technical Field 490
user7133,M.Tech,Technical Skill 110,Technical Job Role 3037,Non-Technical Field 993
user7134,10th Pass,Technical Skill 657,Technical Job Role 1625,Non-Technical Field 330
user7135,B.Tech,Technical Skill 415,Technical Job Role 9453,Non-Technical Field 966
user7136,B.Tech,Technical Skill 852,Technical Job Role 4015,Non-Technical Field 997
user7137,B.Tech,Technical Skill 811,Technical Job Role 1170,Non-Technical Field 977
user7138,12th Pass,Technical Skill 353,Technical Job Role 2648,Non-Technical Field 907
user7139,B.Tech,Technical Skill 837,Technical Job Role 7997,Non-Technical Field 506
user7140,M.Tech,Technical Skill 241,Technical Job Role 1768,Non-Technical Field 281
user7141,B.Tech,Technical Skill 90,Technical Job Role 955,Non-Technical Field 404
user7142,12th Pass,Technical Skill 979,Technical Job Role 6281,Non-Technical Field 630
user7143,B.Tech,Technical Skill 828,Technical Job Role 7798,Non-Technical Field 630
user7144,M.Tech,Technical Skill 7,Technical Job Role 3040,Non-Technical Field 642
user7145,B.Tech,Technical Skill 115,Technical Job Role 2751,Non-Technical Field 770
user7146,10th Pass,Technical Skill 531,Technical Job Role 2780,Non-Technical Field 352
user7147,B.Tech,Technical Skill 210,Technical Job Role 6259,Non-Technical Field 911
user7148,12th Pass,Technical Skill 342,Technical Job Role 3363,Non-Technical Field 427
user7149,10th Pass,Technical Skill 993,Technical Job Role 4515,Non-Technical Field 768
user7150,B.Tech,Technical Skill 279,Technical Job Role 4814,Non-Technical Field 613
user7151,10th Pass,Technical Skill 647,Technical Job Role 9224,Non-Technical Field 953
user7152,M.Tech,Technical Skill 870,Technical Job Role 4979,Non-Technical Field 881
user7153,12th Pass,Technical Skill 770,Technical Job Role 4194,Non-Technical Field 15
user7154,12th Pass,Technical Skill 85,Technical Job Role 8275,Non-Technical Field 56
user7155,M.Tech,Technical Skill 92,Technical Job Role 402,Non-Technical Field 367
user7156,10th Pass,Technical Skill 696,Technical Job Role 3359,Non-Technical Field 435
user7157,12th Pass,Technical Skill 849,Technical Job Role 9877,Non-Technical Field 242
user7158,B.Tech,Technical Skill 276,Technical Job Role 7967,Non-Technical Field 773
user7159,B.Tech,Technical Skill 786,Technical Job Role 3348,Non-Technical Field 139
user7160,10th Pass,Technical Skill 901,Technical Job Role 3743,Non-Technical Field 158
user7161,10th Pass,Technical Skill 84,Technical Job Role 9053,Non-Technical Field 520
user7162,M.Tech,Technical Skill 413,Technical Job Role 3141,Non-Technical Field 926
user7163,M.Tech,Technical Skill 420,Technical Job Role 1427,Non-Technical Field 146
user7164,B.Tech,Technical Skill 368,Technical Job Role 6357,Non-Technical Field 113
user7165,10th Pass,Technical Skill 186,Technical Job Role 9868,Non-Technical Field 526
user7166,10th Pass,Technical Skill 633,Technical Job Role 6308,Non-Technical Field 895
user7167,B.Tech,Technical Skill 647,Technical Job Role 4488,Non-Technical Field 754
user7168,12th Pass,Technical Skill 781,Technical Job Role 8947,Non-Technical Field 915
user7169,B.Tech,Technical Skill 655,Technical Job Role 1222,Non-Technical Field 735
user7170,10th Pass,Technical Skill 841,Technical Job Role 7051,Non-Technical Field 375
user7171,B.Tech,Technical Skill 580,Technical Job Role 916,Non-Technical Field 143
user7172,M.Tech,Technical Skill 445,Technical Job Role 4960,Non-Technical Field 645
user7173,10th Pass,Technical Skill 33,Technical Job Role 5335,Non-Technical Field 660
user7174,12th Pass,Technical Skill 518,Technical Job Role 6992,Non-Technical Field 906
user7175,10th Pass,Technical Skill 296,Technical Job Role 8584,Non-Technical Field 876
user7176,M.Tech,Technical Skill 802,Technical Job Role 6672,Non-Technical Field 3
user7177,M.Tech,Technical Skill 224,Technical Job Role 366,Non-Technical Field 246
user7178,B.Tech,Technical Skill 509,Technical Job Role 6025,Non-Technical Field 785
user7179,B.Tech,Technical Skill 969,Technical Job Role 9207,Non-Technical Field 337
user7180,10th Pass,Technical Skill 396,Technical Job Role 852,Non-Technical Field 161
user7181,12th Pass,Technical Skill 563,Technical Job Role 843,Non-Technical Field 66
user7182,12th Pass,Technical Skill 706,Technical Job Role 2383,Non-Technical Field 554
user7183,12th Pass,Technical Skill 948,Technical Job Role 7071,Non-Technical Field 486
user7184,M.Tech,Technical Skill 142,Technical Job Role 4094,Non-Technical Field 52
user7185,B.Tech,Technical Skill 906,Technical Job Role 2119,Non-Technical Field 547
user7186,12th Pass,Technical Skill 89,Technical Job Role 5748,Non-Technical Field 68
user7187,10th Pass,Technical Skill 243,Technical Job Role 130,Non-Technical Field 499
user7188,10th Pass,Technical Skill 982,Technical Job Role 8870,Non-Technical Field 820
user7189,12th Pass,Technical Skill 434,Technical Job Role 907,Non-Technical Field 363
user7190,B.Tech,Technical Skill 2,Technical Job Role 3525,Non-Technical Field 247
user7191,B.Tech,Technical Skill 120,Technical Job Role 4383,Non-Technical Field 103
user7192,10th Pass,Technical Skill 238,Technical Job Role 3414,Non-Technical Field 294
user7193,M.Tech,Technical Skill 503,Technical Job Role 4763,Non-Technical Field 264
user7194,B.Tech,Technical Skill 874,Technical Job Role 7035,Non-Technical Field 564
user7195,B.Tech,Technical Skill 861,Technical Job Role 3986,Non-Technical Field 472
user7196,B.Tech,Technical Skill 470,Technical Job Role 5523,Non-Technical Field 873
user7197,M.Tech,Technical Skill 779,Technical Job Role 6543,Non-Technical Field 596
user7198,B.Tech,Technical Skill 315,Technical Job Role 199,Non-Technical Field 207
user7199,12th Pass,Technical Skill 852,Technical Job Role 8920,Non-Technical Field 471
user7200,M.Tech,Technical Skill 903,Technical Job Role 7056,Non-Technical Field 750
user7201,M.Tech,Technical Skill 543,Technical Job Role 5815,Non-Technical Field 376
user7202,M.Tech,Technical Skill 141,Technical Job Role 4247,Non-Technical Field 650
user7203,M.Tech,Technical Skill 138,Technical Job Role 9559,Non-Technical Field 399
user7204,B.Tech,Technical Skill 813,Technical Job Role 2752,Non-Technical Field 35
user7205,12th Pass,Technical Skill 33,Technical Job Role 5707,Non-Technical Field 705
user7206,12th Pass,Technical Skill 957,Technical Job Role 9836,Non-Technical Field 776
user7207,10th Pass,Technical Skill 985,Technical Job Role 5394,Non-Technical Field 807
user7208,10th Pass,Technical Skill 865,Technical Job Role 1790,Non-Technical Field 330
user7209,12th Pass,Technical Skill 725,Technical Job Role 6581,Non-Technical Field 914
user7210,10th Pass,Technical Skill 237,Technical Job Role 3861,Non-Technical Field 398
user7211,12th Pass,Technical Skill 158,Technical Job Role 5025,Non-Technical Field 573
user7212,B.Tech,Technical Skill 341,Technical Job Role 7529,Non-Technical Field 810
user7213,10th Pass,Technical Skill 95,Technical Job Role 5874,Non-Technical Field 966
user7214,10th Pass,Technical Skill 218,Technical Job Role 8037,Non-Technical Field 928
user7215,B.Tech,Technical Skill 937,Technical Job Role 2145,Non-Technical Field 300
user7216,10th Pass,Technical Skill 859,Technical Job Role 2873,Non-Technical Field 862
user7217,B.Tech,Technical Skill 17,Technical Job Role 7827,Non-Technical Field 250
user7218,10th Pass,Technical Skill 309,Technical Job Role 3857,Non-Technical Field 522
user7219,M.Tech,Technical Skill 171,Technical Job Role 1609,Non-Technical Field 718
user7220,B.Tech,Technical Skill 628,Technical Job Role 950,Non-Technical Field 810
user7221,B.Tech,Technical Skill 923,Technical Job Role 641,Non-Technical Field 548
user7222,B.Tech,Technical Skill 879,Technical Job Role 9667,Non-Technical Field 156
user7223,12th Pass,Technical Skill 124,Technical Job Role 2525,Non-Technical Field 963
user7224,10th Pass,Technical Skill 764,Technical Job Role 4686,Non-Technical Field 798
user7225,10th Pass,Technical Skill 308,Technical Job Role 3621,Non-Technical Field 319
user7226,12th Pass,Technical Skill 945,Technical Job Role 6117,Non-Technical Field 535
user7227,M.Tech,Technical Skill 670,Technical Job Role 7767,Non-Technical Field 30
user7228,10th Pass,Technical Skill 145,Technical Job Role 8646,Non-Technical Field 28
user7229,12th Pass,Technical Skill 770,Technical Job Role 6645,Non-Technical Field 114
user7230,M.Tech,Technical Skill 14,Technical Job Role 5216,Non-Technical Field 856
user7231,B.Tech,Technical Skill 669,Technical Job Role 4562,Non-Technical Field 212
user7232,12th Pass,Technical Skill 942,Technical Job Role 3892,Non-Technical Field 969
user7233,10th Pass,Technical Skill 712,Technical Job Role 5971,Non-Technical Field 545
user7234,12th Pass,Technical Skill 379,Technical Job Role 6336,Non-Technical Field 871
user7235,12th Pass,Technical Skill 90,Technical Job Role 8680,Non-Technical Field 563
user7236,12th Pass,Technical Skill 444,Technical Job Role 2491,Non-Technical Field 439
user7237,M.Tech,Technical Skill 488,Technical Job Role 4357,Non-Technical Field 281
user7238,B.Tech,Technical Skill 622,Technical Job Role 7036,Non-Technical Field 852
user7239,B.Tech,Technical Skill 887,Technical Job Role 675,Non-Technical Field 430
user7240,M.Tech,Technical Skill 390,Technical Job Role 3505,Non-Technical Field 873
user7241,10th Pass,Technical Skill 554,Technical Job Role 652,Non-Technical Field 541
user7242,10th Pass,Technical Skill 631,Technical Job Role 7439,Non-Technical Field 587
user7243,10th Pass,Technical Skill 509,Technical Job Role 2606,Non-Technical Field 589
user7244,M.Tech,Technical Skill 634,Technical Job Role 1305,Non-Technical Field 316
user7245,10th Pass,Technical Skill 261,Technical Job Role 8723,Non-Technical Field 316
user7246,10th Pass,Technical Skill 945,Technical Job Role 6135,Non-Technical Field 901
user7247,10th Pass,Technical Skill 453,Technical Job Role 6064,Non-Technical Field 212
user7248,M.Tech,Technical Skill 900,Technical Job Role 49,Non-Technical Field 720
user7249,M.Tech,Technical Skill 801,Technical Job Role 4864,Non-Technical Field 322
user7250,M.Tech,Technical Skill 345,Technical Job Role 5705,Non-Technical Field 808
user7251,10th Pass,Technical Skill 804,Technical Job Role 403,Non-Technical Field 703
user7252,M.Tech,Technical Skill 870,Technical Job Role 1576,Non-Technical Field 963
user7253,M.Tech,Technical Skill 285,Technical Job Role 4584,Non-Technical Field 829
user7254,10th Pass,Technical Skill 319,Technical Job Role 4224,Non-Technical Field 643
user7255,12th Pass,Technical Skill 292,Technical Job Role 1952,Non-Technical Field 114
user7256,10th Pass,Technical Skill 913,Technical Job Role 3014,Non-Technical Field 348
user7257,12th Pass,Technical Skill 957,Technical Job Role 2724,Non-Technical Field 936
user7258,M.Tech,Technical Skill 894,Technical Job Role 784,Non-Technical Field 155
user7259,10th Pass,Technical Skill 626,Technical Job Role 6215,Non-Technical Field 667
user7260,M.Tech,Technical Skill 846,Technical Job Role 9451,Non-Technical Field 682
user7261,M.Tech,Technical Skill 456,Technical Job Role 3934,Non-Technical Field 880
user7262,B.Tech,Technical Skill 911,Technical Job Role 4225,Non-Technical Field 598
user7263,M.Tech,Technical Skill 232,Technical Job Role 564,Non-Technical Field 425
user7264,B.Tech,Technical Skill 390,Technical Job Role 675,Non-Technical Field 903
user7265,M.Tech,Technical Skill 847,Technical Job Role 5188,Non-Technical Field 774
user7266,12th Pass,Technical Skill 283,Technical Job Role 6443,Non-Technical Field 213
user7267,B.Tech,Technical Skill 25,Technical Job Role 9835,Non-Technical Field 967
user7268,M.Tech,Technical Skill 516,Technical Job Role 5509,Non-Technical Field 743
user7269,B.Tech,Technical Skill 917,Technical Job Role 9838,Non-Technical Field 264
user7270,12th Pass,Technical Skill 639,Technical Job Role 8884,Non-Technical Field 312
user7271,M.Tech,Technical Skill 765,Technical Job Role 6481,Non-Technical Field 171
user7272,10th Pass,Technical Skill 346,Technical Job Role 6369,Non-Technical Field 126
user7273,M.Tech,Technical Skill 101,Technical Job Role 1388,Non-Technical Field 169
user7274,12th Pass,Technical Skill 58,Technical Job Role 9073,Non-Technical Field 38
user7275,B.Tech,Technical Skill 310,Technical Job Role 5097,Non-Technical Field 339
user7276,B.Tech,Technical Skill 834,Technical Job Role 8468,Non-Technical Field 251
user7277,M.Tech,Technical Skill 106,Technical Job Role 8484,Non-Technical Field 492
user7278,10th Pass,Technical Skill 644,Technical Job Role 3696,Non-Technical Field 494
user7279,10th Pass,Technical Skill 494,Technical Job Role 7398,Non-Technical Field 927
user7280,M.Tech,Technical Skill 180,Technical Job Role 7838,Non-Technical Field 562
user7281,12th Pass,Technical Skill 190,Technical Job Role 8605,Non-Technical Field 441
user7282,12th Pass,Technical Skill 895,Technical Job Role 7552,Non-Technical Field 547
user7283,M.Tech,Technical Skill 217,Technical Job Role 7677,Non-Technical Field 859
user7284,B.Tech,Technical Skill 189,Technical Job Role 2389,Non-Technical Field 945
user7285,B.Tech,Technical Skill 958,Technical Job Role 3306,Non-Technical Field 186
user7286,10th Pass,Technical Skill 319,Technical Job Role 9066,Non-Technical Field 126
user7287,M.Tech,Technical Skill 84,Technical Job Role 7676,Non-Technical Field 573
user7288,B.Tech,Technical Skill 2,Technical Job Role 4779,Non-Technical Field 80
user7289,B.Tech,Technical Skill 243,Technical Job Role 7973,Non-Technical Field 112
user7290,M.Tech,Technical Skill 976,Technical Job Role 2428,Non-Technical Field 73
user7291,B.Tech,Technical Skill 755,Technical Job Role 6816,Non-Technical Field 557
user7292,B.Tech,Technical Skill 865,Technical Job Role 5833,Non-Technical Field 754
user7293,10th Pass,Technical Skill 18,Technical Job Role 3690,Non-Technical Field 599
user7294,M.Tech,Technical Skill 461,Technical Job Role 2372,Non-Technical Field 356
user7295,M.Tech,Technical Skill 822,Technical Job Role 2837,Non-Technical Field 396
user7296,M.Tech,Technical Skill 287,Technical Job Role 7254,Non-Technical Field 207
user7297,M.Tech,Technical Skill 788,Technical Job Role 3630,Non-Technical Field 678
user7298,12th Pass,Technical Skill 298,Technical Job Role 3229,Non-Technical Field 124
user7299,M.Tech,Technical Skill 307,Technical Job Role 6545,Non-Technical Field 549
user7300,12th Pass,Technical Skill 380,Technical Job Role 769,Non-Technical Field 680
user7301,M.Tech,Technical Skill 979,Technical Job Role 4120,Non-Technical Field 805
user7302,M.Tech,Technical Skill 579,Technical Job Role 7461,Non-Technical Field 229
user7303,B.Tech,Technical Skill 746,Technical Job Role 1026,Non-Technical Field 224
user7304,10th Pass,Technical Skill 908,Technical Job Role 6730,Non-Technical Field 637
user7305,12th Pass,Technical Skill 559,Technical Job Role 7979,Non-Technical Field 245
user7306,B.Tech,Technical Skill 113,Technical Job Role 7171,Non-Technical Field 97
user7307,12th Pass,Technical Skill 687,Technical Job Role 8897,Non-Technical Field 500
user7308,B.Tech,Technical Skill 433,Technical Job Role 3927,Non-Technical Field 80
user7309,10th Pass,Technical Skill 641,Technical Job Role 4963,Non-Technical Field 379
user7310,M.Tech,Technical Skill 3,Technical Job Role 2887,Non-Technical Field 954
user7311,10th Pass,Technical Skill 490,Technical Job Role 3774,Non-Technical Field 546
user7312,10th Pass,Technical Skill 424,Technical Job Role 3699,Non-Technical Field 763
user7313,M.Tech,Technical Skill 683,Technical Job Role 3145,Non-Technical Field 619
user7314,M.Tech,Technical Skill 792,Technical Job Role 7219,Non-Technical Field 825
user7315,B.Tech,Technical Skill 925,Technical Job Role 4292,Non-Technical Field 85
user7316,10th Pass,Technical Skill 9,Technical Job Role 2674,Non-Technical Field 762
user7317,M.Tech,Technical Skill 370,Technical Job Role 4810,Non-Technical Field 267
user7318,12th Pass,Technical Skill 173,Technical Job Role 3297,Non-Technical Field 83
user7319,10th Pass,Technical Skill 334,Technical Job Role 6712,Non-Technical Field 46
user7320,B.Tech,Technical Skill 366,Technical Job Role 4296,Non-Technical Field 767
user7321,M.Tech,Technical Skill 630,Technical Job Role 7936,Non-Technical Field 75
user7322,12th Pass,Technical Skill 749,Technical Job Role 5465,Non-Technical Field 82
user7323,B.Tech,Technical Skill 548,Technical Job Role 8671,Non-Technical Field 139
user7324,12th Pass,Technical Skill 533,Technical Job Role 7272,Non-Technical Field 759
user7325,M.Tech,Technical Skill 657,Technical Job Role 9310,Non-Technical Field 580
user7326,M.Tech,Technical Skill 137,Technical Job Role 6831,Non-Technical Field 217
user7327,10th Pass,Technical Skill 487,Technical Job Role 9237,Non-Technical Field 311
user7328,10th Pass,Technical Skill 282,Technical Job Role 4075,Non-Technical Field 846
user7329,10th Pass,Technical Skill 221,Technical Job Role 5859,Non-Technical Field 186
user7330,10th Pass,Technical Skill 362,Technical Job Role 5852,Non-Technical Field 136
user7331,10th Pass,Technical Skill 452,Technical Job Role 159,Non-Technical Field 146
user7332,M.Tech,Technical Skill 735,Technical Job Role 730,Non-Technical Field 471
user7333,12th Pass,Technical Skill 367,Technical Job Role 8202,Non-Technical Field 6
user7334,10th Pass,Technical Skill 175,Technical Job Role 6761,Non-Technical Field 45
user7335,12th Pass,Technical Skill 471,Technical Job Role 1156,Non-Technical Field 222
user7336,10th Pass,Technical Skill 953,Technical Job Role 8480,Non-Technical Field 740
user7337,B.Tech,Technical Skill 449,Technical Job Role 225,Non-Technical Field 926
user7338,12th Pass,Technical Skill 441,Technical Job Role 6623,Non-Technical Field 294
user7339,B.Tech,Technical Skill 985,Technical Job Role 3303,Non-Technical Field 873
user7340,M.Tech,Technical Skill 630,Technical Job Role 5598,Non-Technical Field 797
user7341,M.Tech,Technical Skill 920,Technical Job Role 176,Non-Technical Field 340
user7342,B.Tech,Technical Skill 998,Technical Job Role 8433,Non-Technical Field 753
user7343,M.Tech,Technical Skill 936,Technical Job Role 2329,Non-Technical Field 433
user7344,M.Tech,Technical Skill 91,Technical Job Role 5633,Non-Technical Field 720
user7345,M.Tech,Technical Skill 458,Technical Job Role 6078,Non-Technical Field 546
user7346,M.Tech,Technical Skill 743,Technical Job Role 2180,Non-Technical Field 744
user7347,12th Pass,Technical Skill 612,Technical Job Role 7578,Non-Technical Field 741
user7348,10th Pass,Technical Skill 370,Technical Job Role 7360,Non-Technical Field 265
user7349,B.Tech,Technical Skill 243,Technical Job Role 1599,Non-Technical Field 662
user7350,10th Pass,Technical Skill 340,Technical Job Role 9328,Non-Technical Field 401
user7351,10th Pass,Technical Skill 593,Technical Job Role 3429,Non-Technical Field 511
user7352,10th Pass,Technical Skill 801,Technical Job Role 4029,Non-Technical Field 396
user7353,M.Tech,Technical Skill 398,Technical Job Role 6787,Non-Technical Field 521
user7354,M.Tech,Technical Skill 881,Technical Job Role 8509,Non-Technical Field 274
user7355,B.Tech,Technical Skill 866,Technical Job Role 8663,Non-Technical Field 165
user7356,B.Tech,Technical Skill 772,Technical Job Role 9043,Non-Technical Field 730
user7357,M.Tech,Technical Skill 544,Technical Job Role 5217,Non-Technical Field 233
user7358,12th Pass,Technical Skill 158,Technical Job Role 8633,Non-Technical Field 566
user7359,10th Pass,Technical Skill 96,Technical Job Role 6510,Non-Technical Field 485
user7360,B.Tech,Technical Skill 433,Technical Job Role 2647,Non-Technical Field 946
user7361,10th Pass,Technical Skill 512,Technical Job Role 2536,Non-Technical Field 764
user7362,12th Pass,Technical Skill 42,Technical Job Role 9932,Non-Technical Field 645
user7363,12th Pass,Technical Skill 55,Technical Job Role 5156,Non-Technical Field 414
user7364,12th Pass,Technical Skill 360,Technical Job Role 2228,Non-Technical Field 444
user7365,10th Pass,Technical Skill 359,Technical Job Role 6386,Non-Technical Field 999
user7366,10th Pass,Technical Skill 2,Technical Job Role 9157,Non-Technical Field 346
user7367,B.Tech,Technical Skill 527,Technical Job Role 7936,Non-Technical Field 669
user7368,12th Pass,Technical Skill 546,Technical Job Role 5303,Non-Technical Field 583
user7369,M.Tech,Technical Skill 172,Technical Job Role 2910,Non-Technical Field 168
user7370,10th Pass,Technical Skill 452,Technical Job Role 9545,Non-Technical Field 260
user7371,10th Pass,Technical Skill 473,Technical Job Role 1606,Non-Technical Field 240
user7372,M.Tech,Technical Skill 211,Technical Job Role 5936,Non-Technical Field 449
user7373,B.Tech,Technical Skill 960,Technical Job Role 2609,Non-Technical Field 509
user7374,B.Tech,Technical Skill 789,Technical Job Role 3381,Non-Technical Field 928
user7375,12th Pass,Technical Skill 889,Technical Job Role 5198,Non-Technical Field 798
user7376,12th Pass,Technical Skill 414,Technical Job Role 5485,Non-Technical Field 131
user7377,M.Tech,Technical Skill 236,Technical Job Role 4049,Non-Technical Field 679
user7378,10th Pass,Technical Skill 218,Technical Job Role 6688,Non-Technical Field 225
user7379,12th Pass,Technical Skill 817,Technical Job Role 6298,Non-Technical Field 392
user7380,M.Tech,Technical Skill 986,Technical Job Role 671,Non-Technical Field 153
user7381,M.Tech,Technical Skill 909,Technical Job Role 3295,Non-Technical Field 115
user7382,M.Tech,Technical Skill 265,Technical Job Role 5502,Non-Technical Field 70
user7383,M.Tech,Technical Skill 491,Technical Job Role 1722,Non-Technical Field 958
user7384,B.Tech,Technical Skill 221,Technical Job Role 8285,Non-Technical Field 34
user7385,M.Tech,Technical Skill 277,Technical Job Role 3854,Non-Technical Field 800
user7386,10th Pass,Technical Skill 832,Technical Job Role 902,Non-Technical Field 694
user7387,M.Tech,Technical Skill 185,Technical Job Role 591,Non-Technical Field 279
user7388,12th Pass,Technical Skill 107,Technical Job Role 5171,Non-Technical Field 613
user7389,12th Pass,Technical Skill 929,Technical Job Role 5043,Non-Technical Field 37
user7390,12th Pass,Technical Skill 968,Technical Job Role 7059,Non-Technical Field 547
user7391,M.Tech,Technical Skill 583,Technical Job Role 8733,Non-Technical Field 462
